,auc_zcor,auc_digitaltwin
0,0.8429495239805999,0.8715699658703072
1,0.8543323115240924,0.8788784246575343
2,0.8393045310853531,0.8684318181818182
3,0.8548429696504035,0.8811792763157895
4,0.8408342020441664,0.8697846975088968
5,0.8273601398601399,0.856722602739726
6,0.8544544364508395,0.8807016666666667
7,0.8494889369889369,0.8754425925925926
8,0.865202520252025,0.890089108910891
9,0.8278556034482758,0.8576155172413793
10,0.8478380842691237,0.8766043046357616
11,0.8380456260104185,0.8739078498293515
12,0.876021602160216,0.8981402640264027
13,0.8657463610466722,0.8915571955719558
14,0.8197824340045816,0.8497942238267147
15,0.8510393715873168,0.8797448630136986
16,0.8524786139946174,0.8782187499999999
17,0.8404676258992805,0.8667464028776979
18,0.8448044558902796,0.8743576271186441
19,0.8486025960341029,0.8734623287671233
20,0.8630379049262028,0.8882077702702702
21,0.8230864094060175,0.8518737024221453
22,0.8350011984659634,0.863493288590604
23,0.8748738465974626,0.8990808823529411
24,0.8461358650699462,0.8711086956521739
25,0.8445581896551724,0.8756458333333335
26,0.8505247268545141,0.8782398648648649
27,0.8512698013578073,0.8785871080139374
28,0.8520395312856063,0.8763604651162791
29,0.8478477277906378,0.8745631229235881
